record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class_before,region_class,class_corrected,class_ok_vote,suitability,unsuitable_reason,audit_stage,api_priority,rule_flags,final_certainty,final_confidence,audit_agreement,audit_vote_split,audit_reason,prior_decision_stage,prior_certainty,prior_reason
5560,NO,nucleo-olivary pathway,,PM36116334,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5561,nociceptive fibers,CGRP+ nociceptive fibers,Mouse,PM41892288,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5562,nodose ganglion neurons,nodose ganglion neurons,,PM37982174,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5563,nodose neurons,nodose neurons,,PM32822608,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5564,nodose vagal sensory neurons,nodose vagal sensory neurons,Human,PM33029786,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5565,non-antenna cells,non-antenna cells,Mouse,PM36000342,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5566,non-lesion region,non-lesion region,Human,PM35640469,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5567,non-nitrergic enteric neurons,,,PM36622086,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5568,non-primary motor areas,,Human,PM32418913,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,"non-primary motor areas are part of neocortex (premotor, SMA) | Non-primary motor areas are part of neocortex (e.g., premotor, SMA). | Non-primary motor areas are neocortical (premotor, SMA)."
5569,non-rVRG,"non-rVRG neuronal populations (possibly excitatory interneurons, sensory afferents, and various supraspinal projection neurons)",Rat,PM33127470,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_compound,rule_prior_other",seed_remap,high,seed: other kept
5570,non-selected and task-irrelevant muscles,,Human,PM39949052,1,1,other,other,no,yes,unsuitable,compound_multi_region,rule,,rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_compound,rule_prior_other",seed_remap,high,seed: other kept
5571,non-SON neurones,,Rat,PM37030596,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5572,nonpulmonary innervation neurons,,,PM36358412,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5573,nonVIP-5HT3aR INs,nonVIP-5HT3aR interneurons,Mouse,PM33626343,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5574,noradrenaline afferents,noradrenaline afferents,Mouse,PM34921047,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5575,noradrenergic fibers,noradrenergic fibers,Rat,PM37855033,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5576,noradrenergic neurons,noradrenergic neurons,,PM39211088,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5577,normotopic cortex,normotopic cortex,Human,PM35048363,1,1,neocortex,other,yes,no,unsuitable,too_broad,flash,weak_neocortex,weak_neocortex_certainty,high,0.8067,3/3,3-0,"Generic term for normally located cortex; not a specific neocortical ROI. | Normotopic cortex is a broad descriptive cortical label, not a specific mappable region; effectively a cortex umbrella. | Normotopic cortex is a broad positional descriptor of cortex, not a specific neocortical ROI.",flash,medium,"normotopic cortex refers to normally located neocortex in humans | ""Normotopic cortex"" typically refers to properly positioned neocortex. | Normotopic cortex typically refers to normal neocortex."
5578,NP,near-projecting,,PM36993334,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5579,NP neurons,near-projecting neurons,Mouse,PM38319699,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5580,NP1-3 afferents,non-peptidergic nociceptors,Mouse,PM37333120,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5581,Npas1 neurons,Npas1+ neurons,Mouse,PM36798372,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,medium,0.8,,,"rule_keep: rule_cell_type,rule_prior_other",flash,medium,"cell type name (Npas1+ neurons) without regional specification; not a region | Npas1+ neurons are a genetic cell type, not a specific brain region. | Npas1+ neurons refer to a cell type, not an anatomical brain region."
5582,Npas1+,Npas1+ neurons,Mouse,PM32868462,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,0.95,,,"rule_keep: rule_cell_type,rule_prior_other",flash,high,"No anatomical region specified, only cell type (Npas1+ neurons). | Generic neuronal population, not a specific brain region. | Cell type (Npas1+ neurons) not a brain region."
5583,Npas1+ neurons,Npas1+ neurons in the GPe,Mouse,PM33731445,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5584,Npas1-GPe neurons,neuronal PAS domain protein 1-expressing globus pallidus externus neurons,Mouse,PM37207651,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5585,NPC grafts,grafted neural progenitor cells,Rat,PM32376949,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5586,NPY interneurons (CA1 SLM),neuropeptide Y-expressing interneurons in stratum lacunosum-moleculare of CA1,Mouse,PM34712120,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5587,NPY neurons in mPFC,NPY neurons in medial prefrontal cortex,Mouse,PM42056862,1,1,neocortex,neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,0.99,,,rule_keep: rule_cell_type,flash,high,"mPFC is medial prefrontal cortex, a neocortical area. | mPFC is medial prefrontal cortex, a neocortical area. | mPFC is medial prefrontal cortex, part of neocortex."
5588,Npy+ CBN,Neuropeptide Y-positive cortico-brainstem neurons,,PM42173922,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,flash,flash_split,rule_cell_type|rule_prior_other|flash_split,high,0.97,3/3,3-0,"Npy+ neurons are a marker-defined cell population, not an anatomical region. | Npy+ neuron population is a cell-type marker, not an anatomical region. | NPY-positive cortico-brainstem neurons are a marker-defined cell population, not a gray-matter region.",flash,medium,"Cortico-brainstem neurons originate from cortex, likely neocortex, but no specific area. | Neuronal population defined by projection (cortico-brainstem), not a single brain region. | Cell type (NPY+ cortico-brainstem neurons) not a region."
5589,NPY/AgRP arcuate neurons,neuropeptide Y/agouti-related peptide arcuate neurons,Mouse,PM39627618,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound,high,1.0,,,"rule_keep: rule_cell_type,rule_compound",seed_remap,high,seed: subcortical → non_neocortex
5590,Npy2r-nAmb,Npy2r-expressing neurons in nucleus ambiguus,Mouse,PM38168262,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5591,Nr5a1 L4 V1 neurons,Nr5a1+ layer 4 V1 neurons,Mouse,PM37786698,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_cell_type,high,0.9933,,,"rule_keep: rule_has_layer,rule_cell_type",flash,high,"V1 is primary visual cortex, a neocortical area; specifies layer 4. | V1 is primary visual cortex, a neocortical area. | V1 is primary visual cortex, neocortex."
5592,NRNav1.8,nociceptive afferent expressing Nav1.8,Mouse,PM39256039,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5593,Ntrk1 neurons,neurotrophic tyrosine kinase receptor type 1-expressing (cholinergic) neurons,Mouse,PM42049879,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5594,NTS commissural zone,nucleus of the solitary tract commissural zone,,PM34043943,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,rule_fiber,high,1.0,,,rule_keep: rule_fiber,seed_remap,high,seed: subcortical → non_neocortex
5595,NTS Grp neurons,nucleus of the solitary tract Grp neurons,Mouse,PM36750092,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_fiber|rule_cell_type,high,1.0,,,"rule_keep: rule_fiber,rule_cell_type",seed_remap,high,seed: subcortical → non_neocortex
5596,nTS neurons,nucleus tractus solitarii neurons,Rat,PM33039526,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5597,NTS neurons (CRD-activated),nucleus tractus solitarius neurons,,PM37837642,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5598,NTS TH-EGFP neurons,NTS tyrosine hydroxylase neurons,Mouse,PM41397282,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5599,NTS-CCK neurons,nucleus tractus solitarius CCK neurons,Mouse,PM39509587,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5600,NTS-producing neurons,neurotensin-producing neurons,Mouse,PM35860212,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5601,NTSGlu,glutamatergic neurons in the nucleus tractus solitarius,,PM41933645,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5602,Ntsr1-cre tagged layer 6 neurons of insular cortex,Ntsr1-cre tagged layer 6 neurons of the insular cortex,,PM34949990,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_cell_type,high,0.8467,,,"rule_keep: rule_has_layer,rule_cell_type",flash,high,Insular cortex is typically considered neocortex (isocortex). Layer 6 neurons. | Insular cortex is considered part of neocortex. | Insular cortex is borderline mesocortex but conventionally considered neocortex.
5603,Ntsr1-L6CT,,Mouse,PM39392390,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,flash,flash_split,rule_has_layer|rule_prior_other|flash_split,high,0.9533,3/3,3-0,"Ntsr1-L6CT is a Cre/layer-specific neuronal population, not a gray-matter region. | Ntsr1-L6CT is a transgenic/cell-type label for layer 6 corticothalamic neurons, not a mappable anatomical region. | Ntsr1-L6CT is a transgenic marker-defined layer 6 corticothalamic cell population, not an anatomical ROI.",flash,medium,"Ntsr1-L6CT likely layer 6 corticothalamic neurons in neocortex, but acronym ambiguous. | Transgenic line identifier, not a brain region. | Acronym likely refers to layer 6 cell type, not a specific region."
5604,Ntsr1-L6CT neurons,,Mouse,PM39392390,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_cell_type,high,0.9667,,,"rule_keep: rule_has_layer,rule_cell_type",flash,high,"Ntsr1-expressing layer 6 corticothalamic neurons are neocortical. | Ntsr1-L6CT neurons are layer 6 corticothalamic neurons of the neocortex. | Ntsr1-L6CT neurons are layer 6 corticothalamic neurons, part of neocortex."
5605,nuclei of the diagonal band,nuclei of the diagonal band,,PM40880178,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5606,nucleus accumbens MSNs,nucleus accumbens medium spiny neurons,Mouse,PM38485256,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5607,nucleus incertus,nucleus incertus,Rat,PM38710334,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5608,nucleus of Darkschwitz,nucleus of Darkschwitz,,PM33715169,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5609,nucleus of the lateral olfactory tract,nucleus of the lateral olfactory tract,,PM42133082,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,rule_fiber,high,1.0,,,rule_keep: rule_fiber,seed_remap,high,seed: subcortical → non_neocortex
5610,nucleus of the optic tract,nucleus of the optic tract,Macaque,PM34994767,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,rule_fiber,high,1.0,,,rule_keep: rule_fiber,seed_remap,high,seed: subcortical → non_neocortex
5611,nucleus of the posterior commissure,magnocellular nucleus of the posterior commissure,,PM35084433,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,rule_fiber,high,1.0,,,rule_keep: rule_fiber,seed_remap,high,seed: subcortical → non_neocortex
5612,nucleus raphe magnus,nucleus raphe magnus,Mouse,PM33452250,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5613,nucleus raphe pallidus,nucleus raphe pallidus,Mouse,PM33452250,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5614,nucleus rotundus,nucleus rotundus,,PM33483632,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5615,nucleus ruber,,,PM36455518,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5616,nucleus submedius of thalamus,nucleus submedius of thalamus,,PM34061020,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5617,nucleus tractus solitaries,nucleus tractus solitaries,Rat,PM35583808,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5618,nucleus tractus solitarii,nucleus tractus solitarii,,PM42203107,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5619,nVI,abducens nucleus,Macaque,PM33083961,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5620,NVsnpr,main sensory nucleus,Mouse,PM41673392,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5621,O-LM interneurons,oriens lacunosum-moleculare interneurons,Mouse,PM33350452,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5622,O1,occipital lobe,Human,PM38376527,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9667,,,rule_keep: clean,flash,high,"Occipital lobe is primarily neocortex; O1 is an occipital area. | Occipital lobe is a neocortical region. | O1 is occipital lobe, which is neocortex."
5623,OB GC,olfactory bulb granule cell layer,Mouse,PM39837663,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_cell_type,high,1.0,,,"rule_keep: rule_has_layer,rule_cell_type",seed_remap,high,seed: subcortical → non_neocortex
5624,OB MC,olfactory bulb mitral cell,Rat,PM32625065,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5625,oblique dendrites of L5PN,oblique dendrites of layer 5 pyramidal neurons,,PM37939085,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,flash,flash_split,rule_has_layer|rule_cell_type|rule_prior_other|flash_split,high,0.9733,3/3,3-0,"Dendrites of layer 5 pyramidal neurons are cellular/subcellular, not a brain region. | Subcellular dendritic compartment of pyramidal neurons; not a mappable anatomical region. | Oblique dendrites of layer 5 pyramidal neurons are subcellular/cell-type components, not a region.",flash,medium,"Subcellular structure (dendrites of pyramidal neurons), not a brain region. | Subcellular compartment (dendrites), not a gray matter region. | Oblique dendrites of L5PN refer to layer 5 pyramidal neurons, which are neocortical."
